step_nr,mainloop:,start of iteration(abs),0..1 print and init,1..2 compute_deltat(),2..3 mpi dt sync,3..4 1. h_godunov,4..5 2. h_godunov,5..6 writing state,6..7 sync loop (if DBG),MPI_hydro_godunov: first sweep,start of func (abs),0..1 print and init,1..2 make_boundary,2..3 alloc wspace,3..4 calc. loop,4..5 dealloc. wspace,MPI_hydro_godunov: second sweep,start of func (abs),0..1 print and init,1..2 make_boundary,2..3 alloc wspace,3..4 calc. loop,4..5 dealloc. wspace
1,XXX,2.884630e-01,1.000000e-05,4.720000e-04,2.000000e-05,5.758000e-03,5.982000e-03,0.000000e+00,0.000000e+00,XXX,2.889650e-01,0.000000e+00,5.700000e-05,6.000000e-05,5.639000e-03,1.000000e-06,XXX,2.947230e-01,0.000000e+00,3.000000e-06,7.000000e-06,5.970000e-03,1.000000e-06
2,XXX,3.007190e-01,1.000000e-06,0.000000e+00,0.000000e+00,6.003000e-03,5.704000e-03,0.000000e+00,0.000000e+00,XXX,3.007210e-01,0.000000e+00,1.300000e-05,8.000000e-06,5.980000e-03,1.000000e-06,XXX,3.067240e-01,0.000000e+00,6.600000e-05,8.000000e-06,5.627000e-03,1.000000e-06
3,XXX,3.124410e-01,1.000000e-06,4.250000e-04,3.000000e-05,5.648000e-03,5.979000e-03,0.000000e+00,0.000000e+00,XXX,3.128970e-01,0.000000e+00,1.300000e-05,7.000000e-06,5.626000e-03,2.000000e-06,XXX,3.185450e-01,0.000000e+00,3.000000e-06,6.000000e-06,5.969000e-03,1.000000e-06
4,XXX,3.245360e-01,1.000000e-06,0.000000e+00,0.000000e+00,6.069000e-03,5.651000e-03,0.000000e+00,0.000000e+00,XXX,3.245370e-01,0.000000e+00,1.500000e-05,7.000000e-06,6.045000e-03,1.000000e-06,XXX,3.306060e-01,0.000000e+00,1.300000e-05,8.000000e-06,5.629000e-03,1.000000e-06
5,XXX,3.362690e-01,1.000000e-06,4.410000e-04,6.000000e-06,5.653000e-03,5.983000e-03,0.000000e+00,0.000000e+00,XXX,3.367170e-01,0.000000e+00,1.400000e-05,7.000000e-06,5.631000e-03,1.000000e-06,XXX,3.423700e-01,0.000000e+00,3.000000e-06,7.000000e-06,5.972000e-03,1.000000e-06
6,XXX,3.483650e-01,1.000000e-06,0.000000e+00,0.000000e+00,6.034000e-03,5.677000e-03,0.000000e+00,0.000000e+00,XXX,3.483670e-01,0.000000e+00,1.400000e-05,7.000000e-06,6.010000e-03,2.000000e-06,XXX,3.544000e-01,0.000000e+00,1.500000e-05,8.000000e-06,5.653000e-03,1.000000e-06
7,XXX,3.600890e-01,1.000000e-06,4.430000e-04,6.000000e-06,5.675000e-03,5.908000e-03,0.000000e+00,0.000000e+00,XXX,3.605390e-01,0.000000e+00,1.200000e-05,7.000000e-06,5.654000e-03,2.000000e-06,XXX,3.662140e-01,0.000000e+00,3.000000e-06,6.000000e-06,5.897000e-03,2.000000e-06
8,XXX,3.721340e-01,1.000000e-06,0.000000e+00,0.000000e+00,5.953000e-03,5.759000e-03,1.000000e-06,0.000000e+00,XXX,3.721350e-01,0.000000e+00,3.000000e-06,2.100000e-05,5.927000e-03,2.000000e-06,XXX,3.780880e-01,0.000000e+00,1.210000e-04,8.000000e-06,5.629000e-03,1.000000e-06
9,XXX,3.838590e-01,1.000000e-06,4.440000e-04,6.500000e-05,5.654000e-03,5.911000e-03,0.000000e+00,0.000000e+00,XXX,3.843690e-01,0.000000e+00,1.500000e-05,8.000000e-06,5.630000e-03,1.000000e-06,XXX,3.900230e-01,0.000000e+00,3.000000e-06,6.000000e-06,5.900000e-03,2.000000e-06
10,XXX,3.959460e-01,1.000000e-06,0.000000e+00,0.000000e+00,5.961000e-03,5.797000e-03,4.860300e-02,0.000000e+00,XXX,3.959470e-01,0.000000e+00,4.000000e-06,1.800000e-05,5.938000e-03,1.000000e-06,XXX,4.019080e-01,0.000000e+00,1.610000e-04,1.000000e-05,5.624000e-03,1.000000e-06
