step_nr,mainloop:,start of iteration(abs),0..1 print and init,1..2 compute_deltat(),2..3 mpi dt sync,3..4 1. h_godunov,4..5 2. h_godunov,5..6 writing state,6..7 sync loop (if DBG),MPI_hydro_godunov: first sweep,start of func (abs),0..1 print and init,1..2 make_boundary,2..3 alloc wspace,3..4 calc. loop,4..5 dealloc. wspace,MPI_hydro_godunov: second sweep,start of func (abs),0..1 print and init,1..2 make_boundary,2..3 alloc wspace,3..4 calc. loop,4..5 dealloc. wspace
1,XXX,1.968700e-02,1.300000e-05,6.190000e-04,1.700000e-05,8.080000e-03,8.078000e-03,0.000000e+00,0.000000e+00,XXX,2.033800e-02,0.000000e+00,6.300000e-05,6.900000e-05,7.928000e-03,1.700000e-05,XXX,2.841600e-02,0.000000e+00,7.000000e-06,1.900000e-05,8.035000e-03,1.700000e-05
2,XXX,3.651600e-02,2.000000e-06,0.000000e+00,0.000000e+00,8.056000e-03,7.269000e-03,0.000000e+00,0.000000e+00,XXX,3.651800e-02,0.000000e+00,9.000000e-06,1.800000e-05,8.013000e-03,1.600000e-05,XXX,4.457400e-02,0.000000e+00,3.300000e-05,2.000000e-05,7.202000e-03,1.400000e-05
3,XXX,5.186200e-02,1.000000e-06,5.910000e-04,8.000000e-06,7.278000e-03,7.396000e-03,0.000000e+00,0.000000e+00,XXX,5.246300e-02,0.000000e+00,1.800000e-05,2.000000e-05,7.226000e-03,1.300000e-05,XXX,5.974100e-02,0.000000e+00,6.000000e-06,1.700000e-05,7.359000e-03,1.300000e-05
4,XXX,6.715100e-02,1.000000e-06,0.000000e+00,0.000000e+00,7.302000e-03,6.681000e-03,0.000000e+00,0.000000e+00,XXX,6.715200e-02,0.000000e+00,6.000000e-06,1.800000e-05,7.265000e-03,1.300000e-05,XXX,7.445400e-02,0.000000e+00,2.100000e-05,1.800000e-05,6.629000e-03,1.300000e-05
5,XXX,8.114900e-02,1.000000e-06,5.070000e-04,5.000000e-06,6.534000e-03,6.813000e-03,0.000000e+00,0.000000e+00,XXX,8.166200e-02,0.000000e+00,1.600000e-05,1.800000e-05,6.488000e-03,1.200000e-05,XXX,8.819600e-02,0.000000e+00,5.000000e-06,1.600000e-05,6.780000e-03,1.200000e-05
6,XXX,9.502300e-02,1.000000e-06,0.000000e+00,0.000000e+00,6.634000e-03,6.173000e-03,0.000000e+00,0.000000e+00,XXX,9.502400e-02,0.000000e+00,5.000000e-06,1.700000e-05,6.600000e-03,1.200000e-05,XXX,1.016580e-01,0.000000e+00,2.000000e-05,1.700000e-05,6.125000e-03,1.100000e-05
7,XXX,1.078440e-01,1.000000e-06,4.830000e-04,4.000000e-06,5.949000e-03,6.299000e-03,0.000000e+00,0.000000e+00,XXX,1.083330e-01,0.000000e+00,1.400000e-05,1.600000e-05,5.907000e-03,1.100000e-05,XXX,1.142810e-01,0.000000e+00,4.000000e-06,1.500000e-05,6.269000e-03,1.100000e-05
8,XXX,1.205930e-01,1.000000e-06,0.000000e+00,0.000000e+00,6.300000e-03,5.961000e-03,0.000000e+00,0.000000e+00,XXX,1.205940e-01,0.000000e+00,4.000000e-06,1.600000e-05,6.268000e-03,1.200000e-05,XXX,1.268940e-01,0.000000e+00,1.900000e-05,1.500000e-05,5.916000e-03,1.100000e-05
9,XXX,1.328670e-01,1.000000e-06,4.530000e-04,5.000000e-06,5.953000e-03,6.290000e-03,0.000000e+00,0.000000e+00,XXX,1.333260e-01,0.000000e+00,1.400000e-05,1.600000e-05,5.912000e-03,1.000000e-05,XXX,1.392790e-01,0.000000e+00,4.000000e-06,1.500000e-05,6.260000e-03,1.100000e-05
10,XXX,1.455820e-01,1.000000e-06,0.000000e+00,0.000000e+00,6.291000e-03,5.957000e-03,4.487400e-02,0.000000e+00,XXX,1.455830e-01,0.000000e+00,4.000000e-06,1.600000e-05,6.260000e-03,1.100000e-05,XXX,1.518740e-01,0.000000e+00,1.800000e-05,1.600000e-05,5.912000e-03,1.100000e-05
11,XXX,2.027190e-01,1.000000e-06,4.540000e-04,9.000000e-06,5.969000e-03,6.283000e-03,0.000000e+00,0.000000e+00,XXX,2.031830e-01,0.000000e+00,1.800000e-05,2.200000e-05,5.918000e-03,1.100000e-05,XXX,2.091530e-01,0.000000e+00,5.000000e-06,1.500000e-05,6.251000e-03,1.100000e-05
12,XXX,2.154490e-01,0.000000e+00,0.000000e+00,1.000000e-06,6.303000e-03,5.965000e-03,0.000000e+00,0.000000e+00,XXX,2.154500e-01,0.000000e+00,5.000000e-06,1.500000e-05,6.272000e-03,1.100000e-05,XXX,2.217540e-01,0.000000e+00,1.900000e-05,1.500000e-05,5.919000e-03,1.100000e-05
13,XXX,2.277310e-01,1.000000e-06,4.540000e-04,4.000000e-06,5.964000e-03,6.313000e-03,0.000000e+00,0.000000e+00,XXX,2.281900e-01,0.000000e+00,1.400000e-05,1.600000e-05,5.923000e-03,1.100000e-05,XXX,2.341540e-01,0.000000e+00,4.000000e-06,1.500000e-05,6.282000e-03,1.100000e-05
14,XXX,2.404790e-01,1.000000e-06,0.000000e+00,0.000000e+00,6.312000e-03,5.974000e-03,0.000000e+00,0.000000e+00,XXX,2.404800e-01,0.000000e+00,5.000000e-06,1.500000e-05,6.280000e-03,1.200000e-05,XXX,2.467920e-01,0.000000e+00,1.800000e-05,1.600000e-05,5.929000e-03,1.100000e-05
15,XXX,2.527920e-01,0.000000e+00,4.540000e-04,5.000000e-06,5.975000e-03,6.337000e-03,0.000000e+00,0.000000e+00,XXX,2.532510e-01,0.000000e+00,1.700000e-05,1.600000e-05,5.931000e-03,1.100000e-05,XXX,2.592270e-01,0.000000e+00,4.000000e-06,1.500000e-05,6.306000e-03,1.100000e-05
16,XXX,2.655760e-01,1.000000e-06,0.000000e+00,0.000000e+00,6.311000e-03,5.981000e-03,0.000000e+00,0.000000e+00,XXX,2.655770e-01,0.000000e+00,4.000000e-06,1.600000e-05,6.279000e-03,1.200000e-05,XXX,2.718880e-01,0.000000e+00,1.800000e-05,1.500000e-05,5.937000e-03,1.100000e-05
17,XXX,2.778820e-01,1.000000e-06,4.530000e-04,5.000000e-06,5.978000e-03,6.298000e-03,0.000000e+00,0.000000e+00,XXX,2.783410e-01,0.000000e+00,1.500000e-05,1.500000e-05,5.938000e-03,1.000000e-05,XXX,2.843200e-01,0.000000e+00,4.000000e-06,1.400000e-05,6.268000e-03,1.100000e-05
