step_nr,mainloop:,start of iteration(abs),0..1 print and init,1..2 compute_deltat(),2..3 mpi dt sync,3..4 1. h_godunov,4..5 2. h_godunov,5..6 writing state,6..7 sync loop (if DBG),MPI_hydro_godunov: first sweep,start of func (abs),0..1 print and init,1..2 make_boundary,2..3 alloc wspace,3..4 calc. loop,4..5 dealloc. wspace,MPI_hydro_godunov: second sweep,start of func (abs),0..1 print and init,1..2 make_boundary,2..3 alloc wspace,3..4 calc. loop,4..5 dealloc. wspace
1,XXX,2.984030e-01,0.000000e+00,8.410000e-04,6.300000e-05,1.141200e-02,1.157100e-02,0.000000e+00,0.000000e+00,XXX,2.993080e-01,0.000000e+00,9.100000e-05,1.130000e-04,1.120500e-02,2.000000e-06,XXX,3.107190e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.154900e-02,2.000000e-06
2,XXX,3.223070e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.158200e-02,1.161300e-02,0.000000e+00,0.000000e+00,XXX,3.223070e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.156000e-02,2.000000e-06,XXX,3.338890e-01,0.000000e+00,3.800000e-04,1.300000e-05,1.121900e-02,1.000000e-06
3,XXX,3.455100e-01,0.000000e+00,8.250000e-04,4.000000e-05,1.123200e-02,1.155400e-02,1.000000e-06,0.000000e+00,XXX,3.463750e-01,0.000000e+00,2.100000e-05,1.400000e-05,1.119500e-02,2.000000e-06,XXX,3.576070e-01,0.000000e+00,5.000000e-06,1.300000e-05,1.153500e-02,1.000000e-06
4,XXX,3.691700e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.157800e-02,1.157200e-02,0.000000e+00,0.000000e+00,XXX,3.691700e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.155700e-02,1.000000e-06,XXX,3.807490e-01,0.000000e+00,3.510000e-04,1.400000e-05,1.119400e-02,1.100000e-05
5,XXX,3.923280e-01,0.000000e+00,8.140000e-04,2.200000e-05,1.122900e-02,1.155400e-02,0.000000e+00,0.000000e+00,XXX,3.931640e-01,0.000000e+00,2.200000e-05,1.300000e-05,1.119200e-02,2.000000e-06,XXX,4.043930e-01,0.000000e+00,6.000000e-06,1.300000e-05,1.153400e-02,1.000000e-06
6,XXX,4.159550e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.158100e-02,1.150500e-02,0.000000e+00,1.000000e-06,XXX,4.159560e-01,0.000000e+00,6.000000e-06,1.300000e-05,1.156000e-02,1.000000e-06,XXX,4.275360e-01,0.000000e+00,3.790000e-04,1.400000e-05,1.111100e-02,1.000000e-06
7,XXX,4.390490e-01,1.000000e-06,8.230000e-04,1.080000e-04,1.121700e-02,1.159300e-02,0.000000e+00,0.000000e+00,XXX,4.399810e-01,0.000000e+00,1.700000e-05,1.300000e-05,1.118600e-02,1.000000e-06,XXX,4.511980e-01,0.000000e+00,6.000000e-06,1.300000e-05,1.157300e-02,1.000000e-06
8,XXX,4.627990e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.156800e-02,1.147800e-02,0.000000e+00,0.000000e+00,XXX,4.627990e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.154700e-02,1.000000e-06,XXX,4.743670e-01,0.000000e+00,2.630000e-04,1.400000e-05,1.120000e-02,1.000000e-06
9,XXX,4.858530e-01,0.000000e+00,8.110000e-04,2.100000e-05,1.122600e-02,1.159400e-02,0.000000e+00,0.000000e+00,XXX,4.866850e-01,0.000000e+00,2.100000e-05,1.300000e-05,1.119100e-02,1.000000e-06,XXX,4.979120e-01,0.000000e+00,5.000000e-06,1.300000e-05,1.157400e-02,1.000000e-06
10,XXX,5.095130e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.158000e-02,1.142300e-02,1.018290e-01,0.000000e+00,XXX,5.095130e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.155900e-02,1.000000e-06,XXX,5.210940e-01,0.000000e+00,2.190000e-04,1.400000e-05,1.118800e-02,1.000000e-06
11,XXX,6.343540e-01,0.000000e+00,8.390000e-04,3.560000e-04,1.126000e-02,1.156700e-02,0.000000e+00,0.000000e+00,XXX,6.355490e-01,0.000000e+00,3.200000e-05,2.900000e-05,1.119700e-02,2.000000e-06,XXX,6.468090e-01,0.000000e+00,9.000000e-06,1.500000e-05,1.154100e-02,2.000000e-06
