step_nr,mainloop:,start of iteration(abs),0..1 print and init,1..2 compute_deltat(),2..3 mpi dt sync,3..4 1. h_godunov,4..5 2. h_godunov,5..6 writing state,6..7 sync loop (if DBG),MPI_hydro_godunov: first sweep,start of func (abs),0..1 print and init,1..2 make_boundary,2..3 alloc wspace,3..4 calc. loop,4..5 dealloc. wspace,MPI_hydro_godunov: second sweep,start of func (abs),0..1 print and init,1..2 make_boundary,2..3 alloc wspace,3..4 calc. loop,4..5 dealloc. wspace
1,XXX,2.983900e-01,0.000000e+00,8.180000e-04,9.000000e-05,1.146900e-02,1.169400e-02,0.000000e+00,0.000000e+00,XXX,2.992980e-01,1.000000e-06,8.900000e-05,1.150000e-04,1.126300e-02,1.000000e-06,XXX,3.107680e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.167200e-02,1.000000e-06
2,XXX,3.224900e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.169900e-02,1.125800e-02,0.000000e+00,0.000000e+00,XXX,3.224900e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.167700e-02,2.000000e-06,XXX,3.341890e-01,0.000000e+00,1.600000e-05,1.400000e-05,1.122700e-02,1.000000e-06
3,XXX,3.454550e-01,0.000000e+00,8.250000e-04,8.900000e-05,1.125600e-02,1.169300e-02,0.000000e+00,0.000000e+00,XXX,3.463700e-01,0.000000e+00,1.900000e-05,1.300000e-05,1.122100e-02,1.000000e-06,XXX,3.576250e-01,0.000000e+00,5.000000e-06,1.400000e-05,1.167300e-02,1.000000e-06
4,XXX,3.693260e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.169000e-02,1.127400e-02,1.000000e-06,0.000000e+00,XXX,3.693260e-01,1.000000e-06,6.000000e-06,1.300000e-05,1.166900e-02,1.000000e-06,XXX,3.810160e-01,0.000000e+00,1.400000e-05,1.300000e-05,1.124600e-02,1.000000e-06
5,XXX,3.922980e-01,0.000000e+00,8.010000e-04,6.200000e-05,1.127900e-02,1.169300e-02,0.000000e+00,0.000000e+00,XXX,3.931610e-01,0.000000e+00,1.700000e-05,1.300000e-05,1.124800e-02,1.000000e-06,XXX,4.044400e-01,0.000000e+00,6.000000e-06,1.300000e-05,1.167300e-02,1.000000e-06
6,XXX,4.161410e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.168300e-02,1.128700e-02,0.000000e+00,0.000000e+00,XXX,4.161410e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.166100e-02,2.000000e-06,XXX,4.278240e-01,0.000000e+00,1.600000e-05,1.300000e-05,1.125600e-02,2.000000e-06
7,XXX,4.391180e-01,0.000000e+00,7.990000e-04,5.800000e-05,1.121100e-02,1.156100e-02,0.000000e+00,0.000000e+00,XXX,4.399750e-01,0.000000e+00,1.600000e-05,1.300000e-05,1.118100e-02,1.000000e-06,XXX,4.511860e-01,0.000000e+00,6.000000e-06,1.300000e-05,1.154100e-02,1.000000e-06
8,XXX,4.627550e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.155100e-02,1.123600e-02,0.000000e+00,0.000000e+00,XXX,4.627550e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.153000e-02,1.000000e-06,XXX,4.743060e-01,0.000000e+00,7.500000e-05,1.400000e-05,1.114600e-02,1.000000e-06
9,XXX,4.855500e-01,0.000000e+00,8.220000e-04,3.090000e-04,1.119000e-02,1.155900e-02,0.000000e+00,0.000000e+00,XXX,4.866820e-01,0.000000e+00,1.600000e-05,1.300000e-05,1.115900e-02,1.000000e-06,XXX,4.978710e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.153800e-02,1.000000e-06
10,XXX,5.094380e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.161200e-02,1.133200e-02,1.021010e-01,0.000000e+00,XXX,5.094380e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.159100e-02,1.000000e-06,XXX,5.210500e-01,0.000000e+00,5.600000e-05,1.300000e-05,1.126100e-02,2.000000e-06
