step_nr,mainloop:,start of iteration(abs),0..1 print and init,1..2 compute_deltat(),2..3 mpi dt sync,3..4 1. h_godunov,4..5 2. h_godunov,5..6 writing state,6..7 sync loop (if DBG),MPI_hydro_godunov: first sweep,start of func (abs),0..1 print and init,1..2 make_boundary,2..3 alloc wspace,3..4 calc. loop,4..5 dealloc. wspace,MPI_hydro_godunov: second sweep,start of func (abs),0..1 print and init,1..2 make_boundary,2..3 alloc wspace,3..4 calc. loop,4..5 dealloc. wspace
1,XXX,2.983910e-01,0.000000e+00,8.220000e-04,8.600000e-05,1.146800e-02,1.173100e-02,0.000000e+00,0.000000e+00,XXX,2.992990e-01,0.000000e+00,9.900000e-05,1.120000e-04,1.125500e-02,2.000000e-06,XXX,3.107670e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.170900e-02,2.000000e-06
2,XXX,3.225140e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.173400e-02,1.123900e-02,0.000000e+00,0.000000e+00,XXX,3.225150e-01,0.000000e+00,6.000000e-06,1.300000e-05,1.171200e-02,1.000000e-06,XXX,3.342480e-01,0.000000e+00,2.300000e-05,1.400000e-05,1.120000e-02,2.000000e-06
3,XXX,3.454950e-01,0.000000e+00,8.250000e-04,5.000000e-05,1.124300e-02,1.173000e-02,0.000000e+00,0.000000e+00,XXX,3.463700e-01,1.000000e-06,2.200000e-05,1.400000e-05,1.120500e-02,1.000000e-06,XXX,3.576130e-01,0.000000e+00,6.000000e-06,1.300000e-05,1.170900e-02,2.000000e-06
4,XXX,3.693510e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.173100e-02,1.126500e-02,0.000000e+00,0.000000e+00,XXX,3.693510e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.171000e-02,1.000000e-06,XXX,3.810820e-01,0.000000e+00,2.000000e-05,1.300000e-05,1.123000e-02,2.000000e-06
5,XXX,3.923540e-01,0.000000e+00,8.030000e-04,5.000000e-06,1.126500e-02,1.173600e-02,0.000000e+00,0.000000e+00,XXX,3.931620e-01,0.000000e+00,2.300000e-05,1.300000e-05,1.122700e-02,2.000000e-06,XXX,4.044270e-01,0.000000e+00,6.000000e-06,1.300000e-05,1.171500e-02,2.000000e-06
6,XXX,4.161710e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.172300e-02,1.119200e-02,0.000000e+00,0.000000e+00,XXX,4.161710e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.170200e-02,1.000000e-06,XXX,4.278940e-01,0.000000e+00,2.400000e-05,1.400000e-05,1.115300e-02,1.000000e-06
7,XXX,4.390940e-01,0.000000e+00,7.970000e-04,8.500000e-05,1.125900e-02,1.168200e-02,0.000000e+00,0.000000e+00,XXX,4.399760e-01,0.000000e+00,1.900000e-05,1.300000e-05,1.122500e-02,1.000000e-06,XXX,4.512350e-01,0.000000e+00,6.000000e-06,1.300000e-05,1.166100e-02,2.000000e-06
8,XXX,4.629240e-01,1.000000e-06,0.000000e+00,0.000000e+00,1.168400e-02,1.123600e-02,0.000000e+00,0.000000e+00,XXX,4.629250e-01,0.000000e+00,6.000000e-06,1.300000e-05,1.166300e-02,1.000000e-06,XXX,4.746090e-01,0.000000e+00,2.400000e-05,1.400000e-05,1.119600e-02,2.000000e-06
9,XXX,4.858530e-01,0.000000e+00,8.240000e-04,5.000000e-06,1.123500e-02,1.168300e-02,0.000000e+00,0.000000e+00,XXX,4.866820e-01,0.000000e+00,2.300000e-05,1.300000e-05,1.119800e-02,1.000000e-06,XXX,4.979180e-01,0.000000e+00,5.000000e-06,1.400000e-05,1.166200e-02,1.000000e-06
10,XXX,5.096080e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.168700e-02,1.127700e-02,1.021240e-01,0.000000e+00,XXX,5.096080e-01,0.000000e+00,6.000000e-06,1.400000e-05,1.166600e-02,1.000000e-06,XXX,5.212950e-01,0.000000e+00,2.000000e-05,1.300000e-05,1.124200e-02,2.000000e-06
