step_nr,mainloop:,start of iteration(abs),0..1 print and init,1..2 compute_deltat(),2..3 mpi dt sync,3..4 1. h_godunov,4..5 2. h_godunov,5..6 writing state,6..7 sync loop (if DBG),MPI_hydro_godunov: first sweep,start of func (abs),0..1 print and init,1..2 make_boundary,2..3 alloc wspace,3..4 calc. loop,4..5 dealloc. wspace,MPI_hydro_godunov: second sweep,start of func (abs),0..1 print and init,1..2 make_boundary,2..3 alloc wspace,3..4 calc. loop,4..5 dealloc. wspace
1,XXX,3.008600e-01,0.000000e+00,2.410000e-04,7.400000e-05,3.008000e-03,3.008000e-03,0.000000e+00,0.000000e+00,XXX,3.011750e-01,0.000000e+00,8.100000e-05,3.500000e-05,2.890000e-03,2.000000e-06,XXX,3.041830e-01,0.000000e+00,2.000000e-06,4.000000e-06,3.000000e-03,2.000000e-06
2,XXX,3.072150e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.032000e-03,3.027000e-03,0.000000e+00,0.000000e+00,XXX,3.072150e-01,0.000000e+00,2.000000e-06,5.000000e-06,3.024000e-03,1.000000e-06,XXX,3.102480e-01,0.000000e+00,1.240000e-04,5.000000e-06,2.896000e-03,1.000000e-06
3,XXX,3.132830e-01,0.000000e+00,2.240000e-04,4.700000e-05,2.936000e-03,3.006000e-03,0.000000e+00,1.000000e-06,XXX,3.135540e-01,0.000000e+00,2.100000e-05,4.000000e-06,2.910000e-03,1.000000e-06,XXX,3.164900e-01,1.000000e-06,1.000000e-06,4.000000e-06,2.999000e-03,1.000000e-06
4,XXX,3.195050e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.034000e-03,3.001000e-03,0.000000e+00,0.000000e+00,XXX,3.195050e-01,0.000000e+00,2.000000e-06,8.000000e-06,3.023000e-03,1.000000e-06,XXX,3.225390e-01,0.000000e+00,1.000000e-04,4.000000e-06,2.895000e-03,2.000000e-06
5,XXX,3.255480e-01,0.000000e+00,2.240000e-04,3.500000e-05,2.914000e-03,3.006000e-03,0.000000e+00,0.000000e+00,XXX,3.258070e-01,0.000000e+00,2.300000e-05,4.000000e-06,2.886000e-03,1.000000e-06,XXX,3.287210e-01,0.000000e+00,2.000000e-06,4.000000e-06,2.999000e-03,1.000000e-06
6,XXX,3.317350e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.031000e-03,3.060000e-03,0.000000e+00,0.000000e+00,XXX,3.317350e-01,0.000000e+00,2.000000e-06,4.000000e-06,3.023000e-03,2.000000e-06,XXX,3.347660e-01,0.000000e+00,1.510000e-04,5.000000e-06,2.903000e-03,1.000000e-06
7,XXX,3.378340e-01,0.000000e+00,2.230000e-04,5.400000e-05,2.938000e-03,3.011000e-03,0.000000e+00,0.000000e+00,XXX,3.381110e-01,0.000000e+00,2.200000e-05,5.000000e-06,2.909000e-03,2.000000e-06,XXX,3.410490e-01,0.000000e+00,2.000000e-06,4.000000e-06,3.003000e-03,2.000000e-06
8,XXX,3.440680e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.036000e-03,3.023000e-03,0.000000e+00,0.000000e+00,XXX,3.440680e-01,0.000000e+00,2.000000e-06,4.000000e-06,3.029000e-03,1.000000e-06,XXX,3.471040e-01,0.000000e+00,1.330000e-04,5.000000e-06,2.883000e-03,2.000000e-06
9,XXX,3.501350e-01,0.000000e+00,2.360000e-04,6.000000e-05,2.908000e-03,3.035000e-03,0.000000e+00,0.000000e+00,XXX,3.504320e-01,0.000000e+00,1.700000e-05,5.000000e-06,2.883000e-03,2.000000e-06,XXX,3.533390e-01,0.000000e+00,2.000000e-06,3.000000e-06,3.029000e-03,1.000000e-06
10,XXX,3.563820e-01,0.000000e+00,0.000000e+00,1.000000e-06,3.059000e-03,2.984000e-03,2.869300e-02,0.000000e+00,XXX,3.563830e-01,0.000000e+00,2.000000e-06,4.000000e-06,3.052000e-03,1.000000e-06,XXX,3.594420e-01,0.000000e+00,7.100000e-05,4.000000e-06,2.907000e-03,2.000000e-06
11,XXX,3.911290e-01,0.000000e+00,2.260000e-04,1.923000e-03,2.932000e-03,3.013000e-03,1.000000e-06,0.000000e+00,XXX,3.932780e-01,0.000000e+00,2.900000e-05,7.000000e-06,2.894000e-03,2.000000e-06,XXX,3.962100e-01,0.000000e+00,3.000000e-06,4.000000e-06,3.005000e-03,1.000000e-06
